iter	RMSE
254	7401.090751
255	7401.069846
256	7401.050475
257	7401.04461
258	7401.026882
259	7401.026592
260	7401.017017
261	7401.000794
262	7400.992123
263	7400.987156
264	7400.972479
265	7400.964652
266	7400.963619
267	7400.959267
268	7400.952082
269	7400.945441
270	7400.932501
271	7400.928952
272	7400.925153
273	7400.921638
274	7400.918385
275	7400.906996
276	7400.901236
277	7400.895911
278	7400.89099
279	7400.88644
280	7400.882235
281	7400.879243
282	7400.876475
283	7400.873914
284	7400.864371
285	7400.855525
286	7400.851732
287	7400.848226
288	7400.840207
289	7400.838129
290	7400.8308
291	7400.824007
292	7400.822262
293	7400.819217
294	7400.817586
295	7400.817279
296	7400.811223
297	7400.808472
298	7400.805929
299	7400.803578
300	7400.798149
301	7400.796029
302	7400.794601
303	7400.789693
304	7400.787762
305	7400.786493
306	7400.782054
307	7400.777939
308	7400.776221
309	7400.774634
310	7400.770892
311	7400.769866
312	7400.766449
313	7400.76328
314	7400.762419
315	7400.759518
316	7400.759392
317	7400.758039
318	7400.755384
319	7400.75416
320	7400.753028
321	7400.750612
322	7400.74991
323	7400.747702
324	7400.746694
325	7400.744666
326	7400.742785
327	7400.742214
328	7400.741317
329	7400.740788
330	7400.739105
331	7400.739036
332	7400.737479
333	7400.737028
334	7400.736234
335	7400.73482
336	7400.7341
337	7400.733434
338	7400.732149
339	7400.7321
340	7400.730911
341	7400.730578
342	7400.729996
343	7400.728918
344	7400.727918
345	7400.726991
346	7400.726669
347	7400.726159
348	7400.725864
349	7400.725395
350	7400.725123
351	7400.724871
352	7400.724067
353	7400.723643
354	7400.723251
355	7400.722889
356	7400.722664
357	7400.722456
358	7400.722119
359	7400.721421
360	7400.720773
361	7400.720173
362	7400.720002
363	7400.719844
364	7400.719551
365	7400.719013
366	7400.718872
367	7400.718606
368	7400.718475
369	7400.718229
370	7400.718002
371	7400.717791
372	7400.717597
373	7400.717418
374	7400.717288
375	7400.71712
376	7400.716998
377	7400.716556
378	7400.716449
379	7400.716435
380	7400.716032
381	7400.715881
382	7400.71574
383	7400.715374
384	7400.715282
385	7400.715198
386	7400.714867
387	7400.714741
388	7400.714665
389	7400.714595
390	7400.7143
391	7400.714238
392	7400.714181
393	7400.714172
394	7400.713904
395	7400.713854
396	7400.713737
397	7400.713629
398	7400.71339
399	7400.713332
400	7400.713236
401	7400.713148
402	7400.7131
403	7400.713017
404	7400.712971
405	7400.712765
406	7400.712575
407	7400.712569
408	7400.712531
409	7400.712457
410	7400.712388
411	7400.712325
412	7400.712157
413	7400.712121
414	7400.711967
415	7400.711935
416	7400.711906
417	7400.711878
418	7400.71182
419	7400.711794
420	7400.71177
421	7400.711747
422	7400.711615
423	7400.71156
424	7400.71151
425	7400.711488
426	7400.711469
427	7400.71142
428	7400.711416
429	7400.711371
430	7400.711351
431	7400.71124
432	7400.711199
433	7400.711181
434	7400.711143
435	7400.711107
436	7400.711075
437	7400.711044
438	7400.711024
439	7400.71093
440	7400.710843
441	7400.710816
442	7400.710799
443	7400.71072
444	7400.710647
445	7400.710579
446	7400.710556
447	7400.710543
448	7400.710482
449	7400.71047
450	7400.710449
451	7400.710393
452	7400.710342
453	7400.710332
454	7400.710323
455	7400.710304
456	7400.710287
457	7400.710285
458	7400.710269
459	7400.71026
460	7400.710244
461	7400.71023
462	7400.710187
463	7400.710147
464	7400.710135
465	7400.710098
466	7400.71009
467	7400.710083
468	7400.710076
469	7400.710075
470	7400.710068
471	7400.710057
472	7400.710025
473	7400.710014
474	7400.710004
475	7400.710003
476	7400.709975
477	7400.709966
478	7400.709958
479	7400.709952
480	7400.709946
481	7400.709938
482	7400.709913
483	7400.709908
484	7400.709885
485	7400.709881
486	7400.70986
487	7400.709853
488	7400.709852
489	7400.709833
490	7400.709829
491	7400.709823
492	7400.709817
493	7400.709812
494	7400.709807
495	7400.70979
496	7400.709775
497	7400.70976
498	7400.709757
499	7400.709754
500	7400.709741
501	7400.709738
502	7400.709734
503	7400.709731
504	7400.709727
505	7400.709716
506	7400.709712
507	7400.709709
508	7400.709707
509	7400.709703
510	7400.7097
511	7400.709698
512	7400.709688
513	7400.709685
514	7400.709683
515	7400.709681
516	7400.709679
517	7400.709677
518	7400.709675
519	7400.709672
520	7400.709671
521	7400.709662
522	7400.709655
523	7400.709653
524	7400.709652
525	7400.70965
526	7400.709648
527	7400.709647
528	7400.709645
529	7400.709643
530	7400.709642
531	7400.709635
532	7400.709634
533	7400.709632
534	7400.709626
535	7400.709625
536	7400.709624
537	7400.709622
538	7400.709622
539	7400.709621
540	7400.70962
541	7400.709618
542	7400.709617
543	7400.709616
544	7400.709616
545	7400.709615
546	7400.709614
547	7400.709612
548	7400.709611
549	7400.709607
550	7400.709602
551	7400.709601
552	7400.709601
553	7400.7096
554	7400.709599
555	7400.709595
556	7400.709595
557	7400.709594
558	7400.709594
559	7400.709593
560	7400.709589
561	7400.709588
562	7400.709585
563	7400.709585
564	7400.709584
565	7400.709583
566	7400.709581
567	7400.70958
568	7400.709577
569	7400.709577
570	7400.709576
571	7400.709574
572	7400.709572
573	7400.709571
574	7400.70957
575	7400.709569
576	7400.709569
577	7400.709567
578	7400.709567
579	7400.709565
580	7400.709565
581	7400.709565
582	7400.709563
583	7400.709563
584	7400.709563
585	7400.709561
586	7400.709561
587	7400.709561
588	7400.70956
589	7400.70956
590	7400.70956
591	7400.709559
592	7400.709559
593	7400.709559
594	7400.709559
595	7400.709558
596	7400.709557
597	7400.709556
598	7400.709556
599	7400.709556
600	7400.709555
601	7400.709555
602	7400.709554
603	7400.709554
604	7400.709553
605	7400.709553
606	7400.709553
607	7400.709552
608	7400.709552
609	7400.709552
610	7400.709552
611	7400.709552
612	7400.709552
613	7400.709551
614	7400.709551
615	7400.70955
616	7400.70955
617	7400.70955
618	7400.70955
619	7400.70955
620	7400.70955
621	7400.70955
622	7400.70955
623	7400.709549
624	7400.709549
625	7400.709549
626	7400.709549
627	7400.709548
628	7400.709548
629	7400.709548
630	7400.709547
631	7400.709547
632	7400.709547
633	7400.709547
634	7400.709547
635	7400.709546
636	7400.709546
637	7400.709546
638	7400.709546
639	7400.709546
640	7400.709546
641	7400.709546
642	7400.709545
643	7400.709545
644	7400.709545
645	7400.709545
646	7400.709545
647	7400.709545
648	7400.709545
649	7400.709545
650	7400.709545
651	7400.709545
652	7400.709544
653	7400.709544
654	7400.709544
655	7400.709544
656	7400.709544
657	7400.709544
658	7400.709544
659	7400.709544
660	7400.709544
661	7400.709544
662	7400.709544
663	7400.709544
664	7400.709544
665	7400.709544
666	7400.709544
667	7400.709544
668	7400.709544
669	7400.709544
670	7400.709544
671	7400.709544
672	7400.709544
673	7400.709544
674	7400.709544
675	7400.709543
676	7400.709543
677	7400.709543
678	7400.709543
679	7400.709543
680	7400.709543
681	7400.709543
682	7400.709543
683	7400.709543
684	7400.709543
685	7400.709543
686	7400.709543
687	7400.709543
688	7400.709543
689	7400.709543
690	7400.709543
691	7400.709543
692	7400.709543
693	7400.709543
694	7400.709543
695	7400.709543
696	7400.709543
697	7400.709543
698	7400.709543
699	7400.709543
700	7400.709543
701	7400.709543
702	7400.709543
703	7400.709543
704	7400.709543
705	7400.709543
706	7400.709543
707	7400.709543
708	7400.709543
709	7400.709543
710	7400.709542
711	7400.709542
712	7400.709542
713	7400.709542
714	7400.709542
715	7400.709542
716	7400.709542
717	7400.709542
718	7400.709542
719	7400.709542
720	7400.709542
721	7400.709542
722	7400.709542
723	7400.709542
724	7400.709542
725	7400.709542
726	7400.709542
727	7400.709542
728	7400.709542
729	7400.709542
730	7400.709542
731	7400.709542
732	7400.709542
733	7400.709542
734	7400.709542
735	7400.709542
736	7400.709542
737	7400.709542
738	7400.709542
739	7400.709542
740	7400.709542
741	7400.709542
742	7400.709542
743	7400.709542
744	7400.709542
745	7400.709542
746	7400.709542
747	7400.709542
748	7400.709542
749	7400.709542
750	7400.709542
751	7400.709542
752	7400.709542
753	7400.709542
754	7400.709542
755	7400.709542
756	7400.709542
757	7400.709542
758	7400.709542
759	7400.709542
760	7400.709542
761	7400.709542
762	7400.709542
763	7400.709542
764	7400.709542
765	7400.709542
766	7400.709542
767	7400.709542
768	7400.709542
769	7400.709542
770	7400.709542
771	7400.709542
772	7400.709542
773	7400.709542
774	7400.709542
775	7400.709542
776	7400.709542
777	7400.709542
778	7400.709542
779	7400.709542
780	7400.709542
781	7400.709542
782	7400.709542
783	7400.709542
784	7400.709542
785	7400.709542
786	7400.709542
787	7400.709542
788	7400.709542
789	7400.709542
790	7400.709542
791	7400.709542
792	7400.709542
793	7400.709542
794	7400.709542
795	7400.709542
796	7400.709542
797	7400.709542
798	7400.709542
799	7400.709542
800	7400.709542
801	7400.709542
802	7400.709542
803	7400.709542
804	7400.709542
805	7400.709542
806	7400.709542
807	7400.709542
808	7400.709542
809	7400.709542
810	7400.709542
811	7400.709542
812	7400.709542
813	7400.709542
814	7400.709542
815	7400.709542
816	7400.709542
817	7400.709542
818	7400.709542
819	7400.709542
820	7400.709542
821	7400.709542
822	7400.709542
823	7400.709542
824	7400.709542
825	7400.709542
826	7400.709542
827	7400.709542
828	7400.709542
829	7400.709542
830	7400.709542
831	7400.709542
832	7400.709542
833	7400.709542
834	7400.709542
835	7400.709542
836	7400.709542
837	7400.709542
838	7400.709542
839	7400.709542
840	7400.709542
841	7400.709542
842	7400.709542
843	7400.709542
844	7400.709542
845	7400.709542
846	7400.709542
847	7400.709542
848	7400.709542
849	7400.709542
850	7400.709542
851	7400.709542
852	7400.709542
853	7400.709542
854	7400.709542
855	7400.709542
856	7400.709542
857	7400.709542
858	7400.709542
859	7400.709542
860	7400.709542
861	7400.709542
862	7400.709542
863	7400.709542
864	7400.709542
865	7400.709542
866	7400.709542
867	7400.709542
868	7400.709542
869	7400.709542
870	7400.709542
871	7400.709542
872	7400.709542
873	7400.709542
874	7400.709542
875	7400.709542
876	7400.709542
877	7400.709542
878	7400.709542
879	7400.709542
880	7400.709542
881	7400.709542
882	7400.709542
883	7400.709542
884	7400.709542
885	7400.709542
886	7400.709542
887	7400.709542
888	7400.709542
889	7400.709542
890	7400.709542
891	7400.709542
892	7400.709542
893	7400.709542
894	7400.709542
895	7400.709542
896	7400.709542
897	7400.709542
898	7400.709542
899	7400.709542
900	7400.709542
901	7400.709542
902	7400.709542
903	7400.709542
904	7400.709542
905	7400.709542
906	7400.709542
907	7400.709542
908	7400.709542
909	7400.709542
910	7400.709542
911	7400.709542
912	7400.709542
913	7400.709542
914	7400.709542
915	7400.709542
916	7400.709542
917	7400.709542
918	7400.709542
919	7400.709542
920	7400.709542
921	7400.709542
922	7400.709542
923	7400.709542
924	7400.709542
925	7400.709542
926	7400.709542
927	7400.709542
928	7400.709542
929	7400.709542
930	7400.709542
931	7400.709542
932	7400.709542
933	7400.709542
934	7400.709542
935	7400.709542
936	7400.709542
937	7400.709542
938	7400.709542
939	7400.709542
940	7400.709542
941	7400.709542
942	7400.709542
943	7400.709542
944	7400.709542
945	7400.709542
946	7400.709542
947	7400.709542
948	7400.709542
949	7400.709542
950	7400.709542
951	7400.709542
952	7400.709542
953	7400.709542
954	7400.709542
955	7400.709542
956	7400.709542
957	7400.709542
958	7400.709542
959	7400.709542
960	7400.709542
961	7400.709542
962	7400.709542
963	7400.709542
964	7400.709542
965	7400.709542
966	7400.709542
967	7400.709542
968	7400.709542
969	7400.709542
970	7400.709542
971	7400.709542
972	7400.709542
973	7400.709542
974	7400.709542
975	7400.709542
976	7400.709542
977	7400.709542
978	7400.709542
979	7400.709542
980	7400.709542
981	7400.709542
982	7400.709542
983	7400.709542
984	7400.709542
985	7400.709542
986	7400.709542
987	7400.709542
988	7400.709542
989	7400.709542
990	7400.709542
991	7400.709542
992	7400.709542
993	7400.709542
994	7400.709542
995	7400.709542
996	7400.709542
997	7400.709542
998	7400.709542
999	7400.709542
