iter	RMSE
326	0.2969203875
327	0.2967180461
328	0.2965098362
329	0.2961481954
330	0.2956788527
331	0.2955003538
332	0.2951047563
333	0.2949099561
334	0.2947301545
335	0.2944636278
336	0.294207124
337	0.2939547449
338	0.293520638
339	0.2933677087
340	0.2931851352
341	0.292824466
342	0.2925657648
343	0.2923650215
344	0.2920173412
345	0.2917909867
346	0.2916622971
347	0.2913232459
348	0.2911319988
349	0.2908802123
350	0.2906990512
351	0.2903304899
352	0.290151134
353	0.2897202643
354	0.2895827613
355	0.28936623
356	0.2892467429
357	0.288885164
358	0.2886761478
359	0.28849656
360	0.2882972222
361	0.2880922595
362	0.2876203282
363	0.2874628757
364	0.2871436558
365	0.2869927978
366	0.2868415915
367	0.2866368785
368	0.2865303801
369	0.2863698685
370	0.2861644362
371	0.2859269853
372	0.2857595484
373	0.2854098906
374	0.2851776927
375	0.284864639
376	0.284511907
377	0.2842876513
378	0.2840096816
379	0.2838275722
380	0.2837064017
381	0.2834869423
382	0.2831879865
383	0.2829267465
384	0.2827699261
385	0.2823280043
386	0.2819899236
387	0.2818066688
388	0.2816582406
389	0.2815205654
390	0.2813405744
391	0.2812025256
392	0.2810751375
393	0.2809234079
394	0.2807252787
395	0.2805892467
396	0.2803930657
397	0.2802223304
398	0.2799430092
399	0.2798217732
400	0.279648385
401	0.2794991473
402	0.2793225666
403	0.2791654902
404	0.2788696965
405	0.2787471315
406	0.2784906384
407	0.2783307526
408	0.2781825114
409	0.2779810979
410	0.2777350163
411	0.2775791471
412	0.2773068587
413	0.2771684854
414	0.2769996313
415	0.2768385399
416	0.2766718335
417	0.2765260849
418	0.2763917276
419	0.2762522935
420	0.2759738151
421	0.2757167039
422	0.2754425098
423	0.2753180067
424	0.2751125582
425	0.2749861257
426	0.2748684584
427	0.2747011556
428	0.2743933107
429	0.2740808679
430	0.2739589752
431	0.273712796
432	0.2735629271
433	0.2733075074
434	0.2730533818
435	0.2728550303
436	0.2725093627
437	0.2723699266
438	0.2722478798
439	0.2721256554
440	0.271989233
441	0.2718412022
442	0.2717190275
443	0.2715263078
444	0.2714145073
445	0.2712481719
446	0.2710691202
447	0.2708811328
448	0.2707884356
449	0.2705524878
450	0.2703470257
451	0.2702318646
452	0.2700796505
453	0.2699121749
454	0.2697873707
455	0.2696588468
456	0.2695160301
457	0.2693800311
458	0.2692369883
459	0.2690117536
460	0.2689245045
461	0.2687483876
462	0.2685087514
463	0.2683634331
464	0.2682272705
465	0.2681400879
466	0.2678100863
467	0.2676794481
468	0.2674491291
469	0.2673115216
470	0.267220035
471	0.2670340189
472	0.2669142685
473	0.2667039404
474	0.2666522058
475	0.2664601384
476	0.2662838753
477	0.2661488965
478	0.2660611693
479	0.2659527728
480	0.2658066874
481	0.2657033893
482	0.2656499922
483	0.2654926473
484	0.2654177101
485	0.2653124714
486	0.2651972389
487	0.2650926039
488	0.2649752171
489	0.2646619756
490	0.2643799206
491	0.2642838274
492	0.2640774468
493	0.2639477872
494	0.2638069662
495	0.2636498966
496	0.2633285691
497	0.2632155671
498	0.2631028143
499	0.2629841861
500	0.2628353678
501	0.2626888341
502	0.2625044627
503	0.262405655
504	0.2623141971
505	0.2621793805
506	0.2619310252
507	0.2618450384
508	0.261764834
509	0.261662726
510	0.2615147963
511	0.2613386858
512	0.2612112296
513	0.2610421722
514	0.2609306071
515	0.2607690099
516	0.2606354484
517	0.260468021
518	0.260388805
519	0.2601612794
520	0.2600759273
521	0.259967919
522	0.2598387855
523	0.2596743016
524	0.2595614809
525	0.2594814063
526	0.2593975373
527	0.2592534226
528	0.2590149992
529	0.2586801584
530	0.2585753245
531	0.2583647834
532	0.2581503452
533	0.2580452921
534	0.2579483861
535	0.2577532906
536	0.2576187925
537	0.2575076476
538	0.2574318074
539	0.2572612111
540	0.2571533117
541	0.2570562919
542	0.2569741132
543	0.2568449845
544	0.2567568692
545	0.2565447224
546	0.2563880391
547	0.256118542
548	0.2560453029
549	0.2558840277
550	0.2557691311
551	0.2556820368
552	0.2555629062
553	0.2554431904
554	0.2553357302
555	0.255149141
556	0.2549819234
557	0.2548472858
558	0.2546891323
559	0.2545066946
560	0.2543989129
561	0.2543530426
562	0.2542592758
563	0.254175394
564	0.2539171786
565	0.2538279048
566	0.2537057358
567	0.2536113552
568	0.2535274167
569	0.2533905923
570	0.253312182
571	0.253172998
572	0.2530654897
573	0.2529664174
574	0.2528610903
575	0.252773349
576	0.2526581497
577	0.2525683733
578	0.2524817695
579	0.2523784076
580	0.2521752542
581	0.2519986386
582	0.2519051158
583	0.2517704696
584	0.2516395157
585	0.2515474983
586	0.251452756
587	0.2513732066
588	0.2512953999
589	0.2512060294
590	0.2511470628
591	0.2509707261
592	0.2508841076
593	0.2507117324
594	0.2505583865
595	0.2505286107
596	0.2504111148
597	0.2502692376
598	0.2501639549
599	0.2500067023
600	0.2499111694
601	0.2498279361
602	0.2497599232
603	0.2496358787
604	0.2495061375
605	0.2494201855
606	0.2493400734
607	0.2492584248
608	0.2490631544
609	0.2489888372
610	0.2488906873
611	0.2488273673
612	0.248729209
613	0.2486304687
614	0.2485423797
615	0.2483449624
616	0.2481977209
617	0.2481345707
618	0.2480512881
619	0.2479750258
620	0.2479097191
621	0.2477755337
622	0.2476255508
623	0.2475654741
624	0.2474796222
625	0.2474137164
626	0.2472940438
627	0.2472397264
628	0.2471474938
629	0.247069882
630	0.2468461835
631	0.2467879917
632	0.2467330607
633	0.2465925339
634	0.2464707387
635	0.2463403177
636	0.2462435944
637	0.2461611251
638	0.2459852548
639	0.2459058289
640	0.2458132335
641	0.2457121554
642	0.2456070949
643	0.2455272964
644	0.2453749092
645	0.2452943981
646	0.2452156473
647	0.2451372647
648	0.2450336477
649	0.2449127027
650	0.2447870803
651	0.2446550229
652	0.2445386886
653	0.244458781
654	0.2442833548
655	0.2441916482
656	0.2441253855
657	0.2438990264
658	0.2437595044
659	0.2436864314
660	0.2436204001
661	0.2435508526
662	0.243424258
663	0.2433062063
664	0.2432117778
665	0.2430873843
666	0.2430041526
667	0.2429333201
668	0.2427850154
669	0.2426436671
670	0.2424929056
671	0.2424140521
672	0.2423442418
673	0.2422391394
674	0.2421649517
675	0.2421163467
676	0.2419441584
677	0.2418406144
678	0.2417500581
679	0.2416352615
680	0.2415597009
681	0.2415011525
682	0.2413882675
683	0.2413263112
684	0.2412540763
685	0.2411673761
686	0.2410857821
687	0.2409775312
688	0.2408883645
689	0.2407132868
690	0.2406334931
691	0.2405190096
692	0.2404373167
693	0.2403235708
694	0.2402189272
695	0.2401022852
696	0.240012949
697	0.2399486386
698	0.2398592678
699	0.2396918769
700	0.2396431756
701	0.2395741367
702	0.2394688547
703	0.2393215721
704	0.2392418413
705	0.2391723691
706	0.2391157799
707	0.2390690892
708	0.238970959
709	0.2388032431
710	0.2387411102
711	0.2386514367
712	0.23855473
713	0.2384407304
714	0.238384625
715	0.2382603932
716	0.2381594186
717	0.2380946968
718	0.2380139135
719	0.2378786675
720	0.2378139046
721	0.2377255277
722	0.2376643111
723	0.2376155727
724	0.2375093852
725	0.2374674114
726	0.2374071294
727	0.2373156526
728	0.2372003153
729	0.237122421
730	0.2370525633
731	0.2369692898
732	0.236891291
733	0.2368175876
734	0.2367525536
735	0.2366230454
736	0.23655401
737	0.2364885124
738	0.2364248063
739	0.2362999574
740	0.236200577
741	0.2361461569
742	0.2360468589
743	0.2359200113
744	0.235815295
745	0.2357389617
746	0.2356186015
747	0.2355043082
748	0.2354113033
749	0.2352467784
750	0.2351757994
751	0.2350951979
752	0.2350229675
753	0.2349623056
754	0.2349057759
755	0.2348148924
756	0.2347579122
757	0.2346994393
758	0.2346366567
759	0.2345571706
760	0.234473981
761	0.2343692078
762	0.2342284892
763	0.2341697111
764	0.2341078219
765	0.2340743345
766	0.2339970888
767	0.233946443
768	0.2338621209
769	0.2337448783
770	0.2336587435
771	0.2335959759
772	0.2335182043
773	0.2334454214
774	0.2332955075
775	0.2332277652
776	0.2331371462
777	0.233069673
778	0.233003512
779	0.2329281674
780	0.2328418653
781	0.232769127
782	0.2327001808
783	0.2325885677
784	0.2325203763
785	0.2324596877
786	0.2323901397
787	0.2322857948
788	0.2322433604
789	0.232185741
790	0.2321208796
791	0.232032543
792	0.2319833949
793	0.2318985165
794	0.231759234
795	0.2316389232
796	0.2315970694
797	0.2315371213
798	0.2313773854
799	0.2313143227
800	0.2312207394
801	0.2311754316
802	0.231111077
803	0.2310554394
804	0.2309989394
805	0.2309346385
806	0.2308969544
807	0.2308219474
808	0.2307412634
809	0.2306877149
810	0.2306261063
811	0.2305817859
812	0.2305371038
813	0.230440721
814	0.2303084951
815	0.2302237744
816	0.2301715116
817	0.2300541523
818	0.2299272638
819	0.2298718726
820	0.2297600486
821	0.2296989936
822	0.2295925283
823	0.2295040918
824	0.2294292636
825	0.2293689391
826	0.2293081739
827	0.2291524962
828	0.2290678505
829	0.2290069997
830	0.2289255739
831	0.2288588926
832	0.2287920231
833	0.2287218485
834	0.2286629249
835	0.2285537914
836	0.2285019429
837	0.2284458646
838	0.2283580582
839	0.2283149647
840	0.2282397583
841	0.2281799959
842	0.2281327439
843	0.228034451
844	0.2279717698
845	0.2279009588
846	0.2278402916
847	0.2277984387
848	0.2276682645
849	0.2275311964
850	0.2274682084
851	0.2274003742
852	0.2273185985
853	0.2272600312
854	0.2272116191
855	0.2271475484
856	0.2270755133
857	0.2270094774
858	0.226915247
859	0.2268667775
860	0.2268169196
861	0.2267679755
862	0.2266847765
863	0.2266294827
864	0.226573945
865	0.2265293198
866	0.2264841065
867	0.2264358787
868	0.2263841344
869	0.2263183215
870	0.2262290925
871	0.22619766
872	0.2261108693
873	0.2260549786
874	0.2259978519
875	0.2258992191
876	0.225813181
877	0.2257617119
878	0.2257207263
879	0.2256594465
880	0.225574059
881	0.2255096267
882	0.2254300352
883	0.2253593208
884	0.2252800385
885	0.2251387127
886	0.2250777729
887	0.2249696355
888	0.2248979489
889	0.2248511332
890	0.224805677
891	0.2247293345
892	0.2246556797
893	0.2245814338
894	0.2244950334
895	0.2244317583
896	0.2243617254
897	0.2243111942
898	0.2242536235
899	0.2241863569
900	0.2241125337
901	0.2239910103
902	0.2239470788
903	0.2238824555
904	0.2237496243
905	0.2236906023
906	0.223640457
907	0.2235785367
908	0.2235103737
909	0.2234588503
910	0.2233850445
911	0.2233418977
912	0.2232727494
913	0.2232143327
914	0.2231263063
915	0.2230808328
916	0.2230353155
917	0.2229395107
918	0.2228854338
919	0.2228046799
920	0.2227495624
921	0.2227074132
922	0.2226628173
923	0.222594236
924	0.2225526104
925	0.2225062965
926	0.2224212483
927	0.2223780533
928	0.2222909964
929	0.2221983477
930	0.2221315595
931	0.2220888731
932	0.222001728
933	0.2219122689
934	0.2218642674
935	0.2218262369
936	0.2217539153
937	0.2216844516
938	0.2216408821
939	0.2216034675
940	0.2215484442
941	0.2215072553
942	0.2214578709
943	0.2214060632
944	0.221320931
945	0.2212311767
946	0.22114739
947	0.2210947544
948	0.2210137632
949	0.220979136
950	0.2209319164
951	0.2208723372
952	0.2208328133
953	0.2207772783
954	0.2207104508
955	0.2206371945
956	0.2205731914
957	0.2205189876
958	0.2204426509
959	0.2204084021
960	0.2203556711
961	0.2203237285
962	0.2202529969
963	0.2202018467
964	0.2201399717
965	0.2200593036
966	0.2200118727
967	0.219959973
968	0.2199057176
969	0.2197962264
970	0.2197440215
971	0.2196391218
972	0.2195505577
973	0.2194942282
974	0.219460195
975	0.2193943152
976	0.2193519877
977	0.219294927
978	0.2192351352
979	0.2191629489
980	0.2190894896
981	0.2190287707
982	0.2189801868
983	0.2189284818
984	0.2188813464
985	0.2188224569
986	0.21875893
987	0.2186859646
988	0.2186504196
989	0.2186054545
990	0.2185630601
991	0.2185077751
992	0.2184687247
993	0.2183975302
994	0.2183652802
995	0.2183242026
996	0.2182670974
997	0.2182278451
998	0.2181401434
999	0.2180947226
